filename,width,height,class,xmin,ymin,xmax,ymax,encoded_labels
01F3MMWWNTQHV3ZXDRAM5CDBA8_jpeg.rf.69e9c05400ac647f82e1b437090d1816.jpg,416,316,blackheads,272,133,293,157,0
levle0_446_jpg.rf.680b4278f3bc457fd5943c6560f85262.jpg,376,416,blackheads,171,308,181,314,0
01F3MMXQ085C2RDJEHNDX2FMKE_jpeg.rf.e9644cb4ae44aac8dec165e8977f0668.jpg,416,316,blackheads,177,164,208,196,0
01F3MMXQ085C2RDJEHNDX2FMKE_jpeg.rf.e9644cb4ae44aac8dec165e8977f0668.jpg,416,316,blackheads,266,131,292,155,0
levle0_399_jpg.rf.968778a7ff5f8dc66de3fc0ea245b3fb.jpg,376,416,blackheads,149,201,156,206,0
levle1_317_jpg.rf.c292c2a5fed5545bcf6be7518357f2ba.jpg,376,416,blackheads,114,195,123,204,0
levle0_399_jpg.rf.968778a7ff5f8dc66de3fc0ea245b3fb.jpg,376,416,blackheads,139,204,144,207,0
levle1_317_jpg.rf.c292c2a5fed5545bcf6be7518357f2ba.jpg,376,416,blackheads,118,221,131,230,0
levle0_399_jpg.rf.968778a7ff5f8dc66de3fc0ea245b3fb.jpg,376,416,blackheads,195,355,201,362,0
levle1_402_jpg.rf.9a551defe844181c42ed31bf11fccef7.jpg,376,416,blackheads,193,106,203,116,0
levle1_522_jpg.rf.9b2a2d5cb6ab347fd48ab4a77207844d.jpg,376,416,blackheads,142,196,152,204,0
01F3MMXQ085C2RDJEHNDX2FMKE_jpeg.rf.e9644cb4ae44aac8dec165e8977f0668.jpg,416,316,blackheads,279,167,315,196,0
01F3MMWG8FVBE4Y7CBX1WD0A5S_jpeg.rf.95b2e53fd96102e8ea34418e543e1747.jpg,416,316,blackheads,329,198,353,226,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.9cfd8304d12e167d62ca298df2e43bc9.jpg,416,316,blackheads,307,138,321,152,0
01F3MMWSAGG0C6JYE1NYSM6GM4_jpeg.rf.e5bff148f03e233b2ef3c22d4f4ced7d.jpg,416,314,blackheads,125,201,144,219,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.5b15bc9ffb18a63f7eea967c595d75cd.jpg,416,314,blackheads,161,127,176,141,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.5b15bc9ffb18a63f7eea967c595d75cd.jpg,416,314,blackheads,117,123,143,138,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.5b15bc9ffb18a63f7eea967c595d75cd.jpg,416,314,blackheads,181,107,196,131,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.5b15bc9ffb18a63f7eea967c595d75cd.jpg,416,314,blackheads,130,106,151,121,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.5b15bc9ffb18a63f7eea967c595d75cd.jpg,416,314,blackheads,127,96,149,122,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.5b15bc9ffb18a63f7eea967c595d75cd.jpg,416,314,blackheads,156,95,180,107,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.5b15bc9ffb18a63f7eea967c595d75cd.jpg,416,314,blackheads,210,224,238,243,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.5b15bc9ffb18a63f7eea967c595d75cd.jpg,416,314,blackheads,117,198,152,226,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.5b15bc9ffb18a63f7eea967c595d75cd.jpg,416,314,blackheads,137,179,166,204,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.5b15bc9ffb18a63f7eea967c595d75cd.jpg,416,314,blackheads,106,157,132,175,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.5b15bc9ffb18a63f7eea967c595d75cd.jpg,416,314,blackheads,95,138,109,152,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.5b15bc9ffb18a63f7eea967c595d75cd.jpg,416,314,blackheads,173,135,191,150,0
levle0_459_jpg.rf.5e47c1ab54fdc5f4f417459d0f42ca97.jpg,374,416,blackheads,69,56,81,63,0
levle0_459_jpg.rf.5e47c1ab54fdc5f4f417459d0f42ca97.jpg,374,416,blackheads,96,36,107,46,0
levle0_355_jpg.rf.5ec05e583e08887b58143be80648ba24.jpg,374,416,blackheads,126,225,136,232,0
levle0_355_jpg.rf.5ec05e583e08887b58143be80648ba24.jpg,374,416,blackheads,103,176,112,185,0
levle1_1_jpg.rf.5e31cc551e777088810ff5891526bc37.jpg,327,416,blackheads,181,289,198,302,0
levle1_1_jpg.rf.5e31cc551e777088810ff5891526bc37.jpg,327,416,blackheads,164,229,181,242,0
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg.rf.e3c85632150e7aa66639d74dab1004ce.jpg,416,314,blackheads,304,53,336,77,0
01F3MMWHQX27K1VQ2DNNKGJZRV_jpeg.rf.e3c85632150e7aa66639d74dab1004ce.jpg,416,314,blackheads,367,39,385,58,0
levle1_546_jpg.rf.ad6435e63733ef60ac11497c029aac61.jpg,376,416,blackheads,134,206,147,215,0
levle1_224_jpg.rf.c75d41c1ac3ae3e2c61eb1368a9e2339.jpg,374,416,blackheads,192,361,202,371,0
levle1_224_jpg.rf.c75d41c1ac3ae3e2c61eb1368a9e2339.jpg,374,416,blackheads,205,367,219,382,0
levle1_157_jpg.rf.5f83907f5a525cf5a273a518b32703a3.jpg,374,416,blackheads,142,296,154,310,0
levle0_193_jpg.rf.e7c7268c42cd1f825ae227775c130f1a.jpg,376,416,blackheads,279,212,296,236,0
levle0_193_jpg.rf.e7c7268c42cd1f825ae227775c130f1a.jpg,376,416,blackheads,255,275,264,291,0
levle0_504_jpg.rf.a7d468d9661114143651697f73cf648d.jpg,376,416,blackheads,197,322,213,336,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.9cfd8304d12e167d62ca298df2e43bc9.jpg,416,316,blackheads,251,179,280,204,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.9cfd8304d12e167d62ca298df2e43bc9.jpg,416,316,blackheads,265,198,300,226,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.9cfd8304d12e167d62ca298df2e43bc9.jpg,416,316,blackheads,178,224,206,243,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.9cfd8304d12e167d62ca298df2e43bc9.jpg,416,316,blackheads,236,95,260,107,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.9cfd8304d12e167d62ca298df2e43bc9.jpg,416,316,blackheads,267,96,289,122,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.9cfd8304d12e167d62ca298df2e43bc9.jpg,416,316,blackheads,266,106,287,121,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.9cfd8304d12e167d62ca298df2e43bc9.jpg,416,316,blackheads,221,107,236,131,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.9cfd8304d12e167d62ca298df2e43bc9.jpg,416,316,blackheads,273,123,299,138,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.9cfd8304d12e167d62ca298df2e43bc9.jpg,416,316,blackheads,241,127,256,141,0
levle2_84_jpg.rf.9e7999cdcb1d5c5466e1c75bb43db98e.jpg,374,416,blackheads,302,203,314,210,0
levle2_84_jpg.rf.9e7999cdcb1d5c5466e1c75bb43db98e.jpg,374,416,blackheads,312,220,324,233,0
01F3MMVC4SSD2BWWP115BMSB3Q_jpeg.rf.9cfd8304d12e167d62ca298df2e43bc9.jpg,416,316,blackheads,284,157,310,175,0
01F3MMWPHM7QWX87HTV8QSWJ7S_jpeg.rf.c088268de9cf62812e868956b46ca21a.jpg,416,314,blackheads,120,280,145,299,0
levle2_178_jpg.rf.e871463571c330f4a521c4b5119d24c9.jpg,374,416,blackheads,195,347,205,357,0
a4_jpg.rf.6096d1fa4ac32064feb78cf00733241a.jpg,416,311,blackheads,99,121,129,146,0
a4_jpg.rf.6096d1fa4ac32064feb78cf00733241a.jpg,416,311,blackheads,152,171,184,195,0
levle0_213_jpg.rf.9e67bb7e701bc9cef44a0a6595874990.jpg,374,416,blackheads,173,137,180,144,0
levle1_180_jpg.rf.c295f1302e65b5d23852bbe2d2b04190.jpg,376,416,blackheads,272,161,285,172,0
levle1_555_jpg.rf.6135253529d84c342a768bff06052f4a.jpg,376,416,blackheads,206,375,214,385,0
01F3MMXF7AMVDPVDESXA1YJNX5_jpeg.rf.a5c3bc13f185b279512222e427f085d5.jpg,416,314,blackheads,273,79,308,103,0
01F3MMXF7AMVDPVDESXA1YJNX5_jpeg.rf.a5c3bc13f185b279512222e427f085d5.jpg,416,314,blackheads,105,98,134,129,0
22_jpg.rf.a656f24d94aff9b15324b8501c9de304.jpg,416,364,blackheads,136,144,161,168,0
22_jpg.rf.a656f24d94aff9b15324b8501c9de304.jpg,416,364,blackheads,233,183,261,207,0
22_jpg.rf.a656f24d94aff9b15324b8501c9de304.jpg,416,364,blackheads,321,226,362,251,0
01F3MMWPHM7QWX87HTV8QSWJ7S_jpeg.rf.c088268de9cf62812e868956b46ca21a.jpg,416,314,blackheads,170,290,196,313,0
levle1_224_jpg.rf.c75d41c1ac3ae3e2c61eb1368a9e2339.jpg,374,416,blackheads,206,389,215,400,0
levle2_74_jpg.rf.c1df92c30de6d0a200493a16657dccc4.jpg,376,416,blackheads,185,281,197,292,0
01F3MMWY3JPNV96YC73PH5G692_jpeg.rf.9a0d9385866935676ff69f7710af6b7a.jpg,416,316,blackheads,250,56,264,74,0
levle1_60_jpg.rf.eee4972a45a9ccac4ca0fdd423b1bd38.jpg,314,416,blackheads,192,189,208,209,0
levle2_108_jpg.rf.931a922e689b583cbb3a0f5e79fcfacf.jpg,376,416,blackheads,152,265,164,276,0
levle2_108_jpg.rf.931a922e689b583cbb3a0f5e79fcfacf.jpg,376,416,blackheads,87,280,98,292,0
levle2_108_jpg.rf.931a922e689b583cbb3a0f5e79fcfacf.jpg,376,416,blackheads,69,280,83,292,0
levle2_108_jpg.rf.931a922e689b583cbb3a0f5e79fcfacf.jpg,376,416,blackheads,111,284,125,297,0
levle2_108_jpg.rf.931a922e689b583cbb3a0f5e79fcfacf.jpg,376,416,blackheads,101,327,115,340,0
levle2_57_jpg.rf.b9522fb2640cc56a8d91be23c73c3219.jpg,416,276,blackheads,139,181,147,188,0
levle2_57_jpg.rf.b9522fb2640cc56a8d91be23c73c3219.jpg,416,276,blackheads,184,182,190,189,0
levle2_108_jpg.rf.931a922e689b583cbb3a0f5e79fcfacf.jpg,376,416,blackheads,101,363,113,376,0
levle2_108_jpg.rf.931a922e689b583cbb3a0f5e79fcfacf.jpg,376,416,blackheads,135,369,145,379,0
levle2_57_jpg.rf.b9522fb2640cc56a8d91be23c73c3219.jpg,416,276,blackheads,156,227,161,233,0
levle2_57_jpg.rf.b9522fb2640cc56a8d91be23c73c3219.jpg,416,276,blackheads,190,53,198,60,0
levle1_533_jpg.rf.91aa4c8319697a569efcce1a211ece21.jpg,374,416,blackheads,48,289,57,299,0
levle1_533_jpg.rf.91aa4c8319697a569efcce1a211ece21.jpg,374,416,blackheads,129,296,138,306,0
levle1_243_jpg.rf.ba17c6637685e136a728d12b4f4aee06.jpg,374,416,blackheads,197,234,211,245,0
levle1_243_jpg.rf.ba17c6637685e136a728d12b4f4aee06.jpg,374,416,blackheads,221,251,232,259,0
levle3_63_jpg.rf.bb5ca0c2f17b799a50e00971e673eff4.jpg,372,416,blackheads,90,130,118,152,0
levle3_63_jpg.rf.bb5ca0c2f17b799a50e00971e673eff4.jpg,372,416,blackheads,86,80,119,113,0
levle3_63_jpg.rf.bb5ca0c2f17b799a50e00971e673eff4.jpg,372,416,blackheads,131,109,162,132,0
levle3_63_jpg.rf.bb5ca0c2f17b799a50e00971e673eff4.jpg,372,416,blackheads,134,107,160,137,0
levle0_87_jpg.rf.066ed0f715d1f0d17adcdf49da5d85fd.jpg,416,276,blackheads,177,167,185,181,0
levle1_312_jpg.rf.05e0d6523dd70e60ec3e1e780270d24a.jpg,376,416,blackheads,60,245,74,256,0
levle1_312_jpg.rf.05e0d6523dd70e60ec3e1e780270d24a.jpg,376,416,blackheads,33,242,42,250,0
levle1_60_jpg.rf.eee4972a45a9ccac4ca0fdd423b1bd38.jpg,314,416,blackheads,268,199,283,213,0
levle1_60_jpg.rf.eee4972a45a9ccac4ca0fdd423b1bd38.jpg,314,416,blackheads,228,215,244,233,0
levle0_465_jpg.rf.0632ab900f8ecd60da25978bd8510c50.jpg,374,416,blackheads,253,171,263,181,0
levle1_524_jpg.rf.08e33839d42b5f6c23a87aa1f900f501.jpg,374,416,blackheads,177,362,189,371,0
levle3_92_jpg.rf.0983bf049df604c9a831cbb0b48bd1fa.jpg,416,276,blackheads,119,86,130,96,0
levle3_92_jpg.rf.0983bf049df604c9a831cbb0b48bd1fa.jpg,416,276,blackheads,159,87,167,95,0
levle3_92_jpg.rf.0983bf049df604c9a831cbb0b48bd1fa.jpg,416,276,blackheads,123,86,131,96,0
levle0_402_jpg.rf.ba14a62376fe2e29fc28585962cef96a.jpg,376,416,blackheads,120,83,138,102,0
levle3_24_jpg.rf.912895153b66b58c9e83b57f44c44701.jpg,416,312,blackheads,191,62,213,80,0
levle3_92_jpg.rf.0983bf049df604c9a831cbb0b48bd1fa.jpg,416,276,blackheads,198,82,206,89,0
levle3_24_jpg.rf.912895153b66b58c9e83b57f44c44701.jpg,416,312,blackheads,274,97,292,118,0
levle3_24_jpg.rf.912895153b66b58c9e83b57f44c44701.jpg,416,312,blackheads,299,100,317,118,0
levle3_24_jpg.rf.912895153b66b58c9e83b57f44c44701.jpg,416,312,blackheads,174,141,196,160,0
levle3_24_jpg.rf.912895153b66b58c9e83b57f44c44701.jpg,416,312,blackheads,261,157,283,173,0
levle3_24_jpg.rf.912895153b66b58c9e83b57f44c44701.jpg,416,312,blackheads,205,176,231,190,0
levle1_144_jpg.rf.04039f0b125dee2bee464e12cc29636d.jpg,376,416,blackheads,106,206,121,225,0
37_jpg.rf.90402b6c9bac03f22d3f1a92583ffbd5.jpg,416,300,blackheads,100,55,128,79,0
levle0_459_jpg.rf.bae8b656acd2025e371185af36846c75.jpg,376,416,blackheads,268,36,279,46,0
levle0_459_jpg.rf.bae8b656acd2025e371185af36846c75.jpg,376,416,blackheads,293,56,305,63,0
01F3MMWNXPEZ1XR663SPGRBJBB_jpeg.rf.ee1fae74814685278685017ccccb9b97.jpg,416,316,blackheads,302,69,321,87,0
01F3MMWNXPEZ1XR663SPGRBJBB_jpeg.rf.ee1fae74814685278685017ccccb9b97.jpg,416,316,blackheads,294,64,322,90,0
01F3MMWNXPEZ1XR663SPGRBJBB_jpeg.rf.ee1fae74814685278685017ccccb9b97.jpg,416,316,blackheads,255,264,280,283,0
01F3MMVNR3XB2A86H1Y87XW2SE_jpeg.rf.9390b3b1096a4cca77c2dbfd3f2d967f.jpg,416,314,blackheads,133,65,149,80,0
levle1_596_jpg.rf.8e891ca63a1ae933de4f03c717d28aaf.jpg,376,416,blackheads,305,268,313,281,0
levle1_596_jpg.rf.8e891ca63a1ae933de4f03c717d28aaf.jpg,376,416,blackheads,302,270,320,282,0
levle1_596_jpg.rf.8e891ca63a1ae933de4f03c717d28aaf.jpg,376,416,blackheads,295,336,303,347,0
01F3MMWNXPEZ1XR663SPGRBJBB_jpeg.rf.ee1fae74814685278685017ccccb9b97.jpg,416,316,blackheads,375,141,393,159,0
01F3MMWNXPEZ1XR663SPGRBJBB_jpeg.rf.ee1fae74814685278685017ccccb9b97.jpg,416,316,blackheads,367,136,391,162,0
37_jpg.rf.90402b6c9bac03f22d3f1a92583ffbd5.jpg,416,300,blackheads,109,228,138,249,0
levle3_58_jpg.rf.ea2c3271c1a974c8b2c5e443734750a4.jpg,416,300,blackheads,160,157,183,173,0
01F3MMWPHM7QWX87HTV8QSWJ7S_jpeg.rf.041ba647f63b724a9cc44ec6573b3397.jpg,416,316,blackheads,220,290,246,313,0
01F3MMXEDG1P94EJZ287EMNB9T_jpeg.rf.926d8c963625441dd97972cd3ac29b55.jpg,416,316,blackheads,182,256,214,291,0
01F3MMWK2WKFGMNCB4VC9D4CHD_jpeg.rf.ed2a1ee7f2c2e1e954172a8a3b279fdc.jpg,416,314,blackheads,269,118,293,139,0
01F3MMWK2WKFGMNCB4VC9D4CHD_jpeg.rf.ed2a1ee7f2c2e1e954172a8a3b279fdc.jpg,416,314,blackheads,1,95,12,114,0
01F3MMWK2WKFGMNCB4VC9D4CHD_jpeg.rf.ed2a1ee7f2c2e1e954172a8a3b279fdc.jpg,416,314,blackheads,228,80,249,98,0
01F3MMWK2WKFGMNCB4VC9D4CHD_jpeg.rf.ed2a1ee7f2c2e1e954172a8a3b279fdc.jpg,416,314,blackheads,240,49,261,68,0
01F3MMWK2WKFGMNCB4VC9D4CHD_jpeg.rf.ed2a1ee7f2c2e1e954172a8a3b279fdc.jpg,416,314,blackheads,1,256,22,272,0
01F3MMX0Y73AE4AJRD3856H8QV_jpeg.rf.6d99228047270ec6bd7bdbf209aebb4f.jpg,416,316,blackheads,290,174,318,199,0
levle0_207_jpg.rf.6d15b63fe5545511d8047259f6e73ead.jpg,376,416,blackheads,212,355,224,365,0
levle1_505_jpg.rf.6d98d5b992bc6353d375eb9995c24edd.jpg,376,416,blackheads,167,384,180,396,0
levle1_505_jpg.rf.6d98d5b992bc6353d375eb9995c24edd.jpg,376,416,blackheads,217,317,235,332,0
levle1_505_jpg.rf.6d98d5b992bc6353d375eb9995c24edd.jpg,376,416,blackheads,176,307,189,318,0
levle1_505_jpg.rf.6d98d5b992bc6353d375eb9995c24edd.jpg,376,416,blackheads,255,283,274,298,0
levle1_440_jpg.rf.6c7a9caa4c13c688ea79ee7321e68ff7.jpg,376,416,blackheads,300,312,311,322,0
01F3MMWWNTQHV3ZXDRAM5CDBA8_jpeg.rf.6cf10e0c9d4261c93f8f28fcd8befc59.jpg,416,314,blackheads,124,133,145,157,0
30_jpg.rf.6cae32a02412accf93841291674bf061.jpg,416,276,blackheads,104,162,131,187,0
01F3MMWY3JPNV96YC73PH5G692_jpeg.rf.9a0d9385866935676ff69f7710af6b7a.jpg,416,316,blackheads,273,200,295,221,0
01F3MMWY3JPNV96YC73PH5G692_jpeg.rf.9a0d9385866935676ff69f7710af6b7a.jpg,416,316,blackheads,364,208,385,224,0
01F3MMWRMC4TXQKFQWF8PSB3WS_jpeg.rf.6d7c48ab34d1916255f0097334c448e7.jpg,416,314,blackheads,246,99,271,114,0
levle1_557_jpg.rf.6b70b4579d945cf02c6bb958942d70ef.jpg,376,416,blackheads,91,312,104,321,0
levle1_557_jpg.rf.6b70b4579d945cf02c6bb958942d70ef.jpg,376,416,blackheads,109,292,119,304,0
01F3MMWY3JPNV96YC73PH5G692_jpeg.rf.9a0d9385866935676ff69f7710af6b7a.jpg,416,316,blackheads,297,213,321,235,0
levle1_496_jpg.rf.6ad36f16c9bf1380beb7e08c7e3f9df7.jpg,374,416,blackheads,278,317,289,329,0
levle3_58_jpg.rf.ea2c3271c1a974c8b2c5e443734750a4.jpg,416,300,blackheads,176,34,202,58,0
01F3MMWY3JPNV96YC73PH5G692_jpeg.rf.9a0d9385866935676ff69f7710af6b7a.jpg,416,316,blackheads,350,218,374,236,0
01F3MMWK2WKFGMNCB4VC9D4CHD_jpeg.rf.ed2a1ee7f2c2e1e954172a8a3b279fdc.jpg,416,314,blackheads,206,127,232,149,0
levle2_25_jpg.rf.96da845af1d585c33f5b2c128605a6cc.jpg,312,416,blackheads,52,280,81,306,0
levle2_25_jpg.rf.96da845af1d585c33f5b2c128605a6cc.jpg,312,416,blackheads,51,235,73,258,0
01F3MMWASQXMT2JDT81P87MS6M_jpeg.rf.be83267aa788fb4a924f9d4614cf9cfe.jpg,416,316,blackheads,386,128,402,142,0
01F3MMXEDG1P94EJZ287EMNB9T_jpeg.rf.926d8c963625441dd97972cd3ac29b55.jpg,416,316,blackheads,124,86,170,122,0
levle1_115_jpg.rf.93592d66c32c0ef5fe6d14542f0d931a.jpg,416,278,blackheads,224,153,237,168,0
levle1_179_jpg.rf.0081223b2018419a8c6f9b0c73c48cd9.jpg,376,416,blackheads,150,259,162,269,0
levle1_426_jpg.rf.052bfecec2d9c22ca5189d25f1db6529.jpg,376,416,blackheads,278,257,290,268,0
levle0_121_jpg.rf.95f37b1a6dadc5dba39c8ff72c02fd26.jpg,374,416,blackheads,180,80,189,88,0
levle0_121_jpg.rf.95f37b1a6dadc5dba39c8ff72c02fd26.jpg,374,416,blackheads,164,84,173,91,0
levle0_121_jpg.rf.95f37b1a6dadc5dba39c8ff72c02fd26.jpg,374,416,blackheads,169,87,175,93,0
levle0_121_jpg.rf.95f37b1a6dadc5dba39c8ff72c02fd26.jpg,374,416,blackheads,172,93,180,102,0
levle0_402_jpg.rf.9729ae940bf8ad2647abb2ff42f65dbd.jpg,374,416,blackheads,174,250,188,262,0
levle0_402_jpg.rf.9729ae940bf8ad2647abb2ff42f65dbd.jpg,374,416,blackheads,236,83,254,102,0
37_jpg.rf.94bff1a34229b340442770ec71edb6cc.jpg,416,302,blackheads,288,55,316,79,0
01F3MMWPHM7QWX87HTV8QSWJ7S_jpeg.rf.041ba647f63b724a9cc44ec6573b3397.jpg,416,316,blackheads,272,280,297,299,0
01F3MMW76VJNVVBK80WE695CN3_jpeg.rf.03b7e28f65e7f6607b9e572207d0b624.jpg,416,314,blackheads,316,111,330,130,0
37_jpg.rf.94bff1a34229b340442770ec71edb6cc.jpg,416,302,blackheads,279,228,308,249,0
levle0_510_jpg.rf.eb32942e567db6565d233671550a38de.jpg,376,416,blackheads,226,384,236,396,0
01F3MMWASQXMT2JDT81P87MS6M_jpeg.rf.be83267aa788fb4a924f9d4614cf9cfe.jpg,416,316,blackheads,266,149,288,170,0
01F3MMWASQXMT2JDT81P87MS6M_jpeg.rf.be83267aa788fb4a924f9d4614cf9cfe.jpg,416,316,blackheads,169,157,188,181,0
levle0_510_jpg.rf.eb32942e567db6565d233671550a38de.jpg,376,416,blackheads,108,243,120,254,0
levle0_510_jpg.rf.eb32942e567db6565d233671550a38de.jpg,376,416,blackheads,127,233,141,246,0
01F3MMWASQXMT2JDT81P87MS6M_jpeg.rf.be83267aa788fb4a924f9d4614cf9cfe.jpg,416,316,blackheads,304,225,332,240,0
levle0_510_jpg.rf.eb32942e567db6565d233671550a38de.jpg,376,416,blackheads,213,231,226,243,0
